2778,Solara Specialty Hospital Brownsville,333 Lorenaly Drive,Brownsville,CAMERON
2779,Solutions Pharmacy,13830 Sawyer Ranch Rd,Dripping Springs,HAYS
2780,SONA LLC OF TEXAS,6032 FM 3009,Schertz,GUADALUPE
2781,South 18th Community and Dental Clinic,1800 Gurley Ln,Waco,MCLENNAN
2782,South Austin Medical Center,0,Austin,TRAVIS
2783,South Austin Medical Clinic,2555 WESTERN TRAILS BLVD,Austin,TRAVIS
2784,"South Laredo Family Clinic, Pa",3527 Jaime Zapata Memorial Hwy Ste,Laredo,WEBB
2785,South Laredo Health Care Clinic,2110 Lomas Del Sur Ste 103,Laredo,WEBB
2786,South Laredo Health Care Clinic West,1920 San Bernardo Ave Ste 109,Laredo,WEBB
2787,South Oaks Family Medicine,8517 Fm 1826 Bldg 2,Austin,TRAVIS
2788,South Plains Public Health District - Brownfield,919 E Main St.,Brownfield,TERRY
2789,South Plains Public Health District - Denver City,415 Mustang Dr,Denver City,YOAKUM
2790,South Plains Public Health District - Lamesa,503 S 1st St,Lamesa,DAWSON
2791,South Plains Public Health District - Seminole,704 Hobbs Highway,Seminole,GAINES
2792,South Plains Rehabilitation Hospital,5406 Colgate St,Lubbock,LUBBOCK
2793,"South Plains Rural Health Services, Inc.",1000 FM 300,Levelland,HOCKLEY
2794,South Texas Allergy and Asthma Medical Proffession,341 E Hildebrand,San Antonio,BEXAR
2795,South Texas Health System Heart,1900 South D Street,McAllen,HIDALGO
2796,South Texas Health System Mcallen,0,McAllen,HIDALGO
2797,South Texas Medical Research,1420 River Rd,Boerne,KENDALL
2798,South Texas Rehabilitation Hospital,425 E Alton Gloor Blvd,Brownsville,CAMERON
2799,South Texas Spine And Surgical Hospital,18600 Hardy Oak Blvd,San Antonio,BEXAR
2800,South Texas Surgical Hospital,6130 Parkway Dr,Corpus Christi,NUECES
2801,South Tx Family Plannng And Health Corp - Beeville,1400 W Corpus Christi St Ste 4,Beeville,BEE
2802,South Tx Family Plannng And Health Corp - Robstown,515 Pat Shutter St Apt 121,Robstown,NUECES
2803,South Tx Family Plannng And Health Corp - Rockport,2871 Highway 35 N,Rockport,ARANSAS
2804,South Tx Rural Health Serv Cotulla,105 S Stewart,Cotulla,LA SALLE
2805,South Tx Rural Health Services - Carrizo Springs,902 S 5th St,Carrizo Springs,DIMMIT
2806,South Tx Rural Health Services Devine,1010 W Hondo Ave,Devine,MEDINA
2807,South Tx Rural Health Services Hondo,2912 Avenue E,Hondo,MEDINA
2808,South Tx Rural Health Services Inc - Pearsall,150 Medical Dr.,Pearsall,FRIO
2809,Southeast Public Health Center,536 W Randol Mill Rd,Arlington,TARRANT
2810,"Southeast Texas Medical Ventures, LLC",1475 FM 1960 BYPASS E,Humble,HARRIS
2811,Southlake DPS,600 State Street,Southlake,TARRANT
2812,SOUTHSIDE KIDNEY DISEASE CLINIC,1335 SE Military Drive,San Antonio,BEXAR
2813,Southtown Clinic Pc,1025 S Presa St,San Antonio,BEXAR
2814,Southwest General Hospital,7400 Barlite Blvd,San Antonio,BEXAR
2815,Southwest Medical,4004 82nd Street,Lubbock,LUBBOCK
2816,Southwest Pediatric Associates - Austin,7900 Fm 1826,Austin,TRAVIS
2817,Southwest Research Institute,6220 Culebra Rd,San Antonio,BEXAR
2818,Southwest Surgical Associates LLP,13811 Murphy,Stafford,FORT BEND
2819,Specialty Apothecary Group LLC,2217 Park Bend Dr.,Austin,TRAVIS
2820,Specialty Rx LLC,2604 50th Street,Lubbock,LUBBOCK
2821,Spence's Medical Center Pharmacy,215 Oak Drive South Suite M,Lake Jackson,BRAZORIA
2822,Spring Branch Community Health Center Katy,5502 1st Street Katy,0,HARRIS
2823,Spring Branch Community Health Center Pitner,8575 Pitner Rd,Houston,HARRIS
2824,Spring Branch Community Health Center-Whole Life,1905 Jacquelyn Dr Ste 101,Houston,HARRIS
2825,Spring Branch Pharmacy,17130 State Highway 46 West Suite 1,Spring Branch,COMAL
2826,"Spring Branch Pharmacy, Llc",17130 State Highway 46 W,Spring Branch,COMAL
2827,"SREEVANI KUNCHAM, MD., PA.",131 Degan Ave,Lewisville,DENTON
2828,SSA Holdings LLc,6010 S Western St,Amarillo,RANDALL
2829,St Davids Georgetown Hospital Pharmacy,2000 Scenic Dr,Georgetown,WILLIAMSON
2830,St Davids Medical Center,0,Austin,TRAVIS
2831,St Davids Surgical Hospital,1201 W Louis Henna Blvd,Round Rock,WILLIAMSON
2832,St Hope Foundation,255 Northpoint Dr Ste 200,Houston,HARRIS
2833,St Hope Foundation Inc,6800 West Loop S Ste 560,Bellaire,HARRIS
2834,St Hope Foundation Of Dickinson,3750 Medical Park Blvd Ste 150,Dickinson,GALVESTON
2835,St Johns Physician,9180 Bellaire Blvd,Houston,HARRIS
2836,St Joseph Family Medicine Hearne,1643 N Market St,Hearne,ROBERTSON
2837,St Joseph Hospital (Meditech),2801 Franciscan Dr,Bryan,BRAZOS
2838,St Joseph Medical Center,1401 St Joseph Pkwy,Houston,HARRIS
2839,St Lukes Baptist Hospital,0,San Antonio,BEXAR
2840,St Lukes Hospital At The Vintage,0,Houston,HARRIS
2841,St Lukes Patients Medical Center,4600 E Sam Houston Pkwy S,Pasadena,HARRIS
2842,St Lukes Sugar Land Hospital Medical Records,1317 Lake Pointe Prkwy,Sugar Land,FORT BEND
2843,ST MICHAEL'S ELITE HOSPITAL,16000 SOUTHWEST FREEWAY,Sugar Land,FORT BEND
2844,St. Hope Foundation,1414 S Frazier St Ste 105,Conroe,MONTGOMERY
2845,St. Hope Foundation Sugar Land,14815 Southwest Fwy,Sugar Land,FORT BEND
2846,St. Josef's Clinic,809 Lydia St,Austin,TRAVIS
2847,St. Lazarus Family Practice,14345 Blanco Rd,San Antonio,BEXAR
2848,St. Marks Medical Center,One St. Marks Place,La Grange,FAYETTE
2849,Stamford Family Health Center,1303 Mabee,Stamford,JONES
2850,STAR WELLNESS,451 Westpark Way Ste 1,Euless,TARRANT
2851,Starr Co Memorial Hosp Rural Health,128 N Fm 3167,Rio Grande City,STARR
2852,Starr County,100 N FM 3167,Rio Grande City,STARR
2853,Starr County Memorial Hospital,128 N FM 3167,Rio Grande City,STARR
2854,"STARR PLUS PHARMACY, LLC",208 oak drive south,Lake Jackson,BRAZORIA
2855,Start Center For Cancer Care,4383 Medical Drive,San Antonio,BEXAR
2856,"STARWOOD PHARMACY, LLC",7777 Warren Pkyw,Frisco,COLLIN
2857,STAT Specialty Hospital,0,Laredo,WEBB
2858,Steeplechase Pediatric Center Fulshear,11605 S Fry Rd Ste 108,Fulshear,FORT BEND
2859,Step-In Clinics,545 Fm 2977 Rd Ste 110,Rosenberg,FORT BEND
2860,"Stephanie H. Garcia, M.D.",5505 S. Expressway 77,Harlingen,CAMERON
2861,Stephen F Austin Community Health Center Inc,905 N. Gulf Blvd,Freeport,BRAZORIA
2862,Stephens Memorial Hospital,200 S Geneva St,Breckenridge,STEPHENS
2863,Sterling County,304 4th Street,Sterling City,STERLING
2864,Steve Ahmed Md Pa,1700 W Fm 700,Big Spring,HOWARD
2865,"Steven A Davis MD, PA",7810 Louis Pasteur,San Antonio,BEXAR
2866,Still Living LLC DBA Compass Pharmacy,5344A N Tarrant Pkwy,Keller,TARRANT
2867,"Stone Oak Family Doctors, PA",700 E. Sonterra Blvd,San Antonio,BEXAR
2868,Stonebriar Pharmaceutical Services,5575 warren pkwy suite 216,Frisco,DENTON
2869,Stonewall Memorial Hospital,821 N Broadway St,Aspermont,STONEWALL
2870,Stratford Family Medical Clinic,Po Box 1189,Stratford,SHERMAN
2871,Striker Pharmacy LLC,1330 Pin Oak Rd,Katy,FORT BEND
2872,Striplings Pharmacy,1205 N Mound St,Nacogdoches,NACOGDOCHES
2873,Su Clinica - Harlingen Adults,1706 Treasure Hills Blvd,Harlingen,CAMERON
2874,Su Clinica - Raymondville,131 Fm 3168,Raymondville,WILLACY
2875,Su Clinica Familiar - Brownsville,105 E Alton Gloor Blvd,Brownsville,CAMERON
2876,Su Clinica Women's Health Center- Harlingen,1706 Treasure Hills Blvd,Harlingen,CAMERON
2877,Sudan Medical Clinic,408 E US Hwy 84,Sudan,LAMB
2878,Sudheer R Karnati Md,5 Medical Center Blvd,Lufkin,ANGELINA
2879,Sugar Lakes Family Practice,16902 Southwest Fwy,Sugar Land,FORT BEND
2880,"Sugar Land Allergy, Asthma",4820 Sweetwater Blvd,Sugar Land,FORT BEND
2881,Sugar Land Rehab Hospital,7622 Branford Pl,Sugar Land,FORT BEND
2882,Sugar Land Rehabilitation Hospital,1325 Highway 6,Sugar Land,FORT BEND
2883,Sullivan Pharmacy,1140 Grand Ave,Bacliff,GALVESTON
2884,SUN Behavioral Houston,7601 Fannin Street,Houston,HARRIS
2885,Sun City Emergency Room,351 E. Redd Road,El Paso,EL PASO
2886,Sunflower Rx,700 N Grant Ave Ste 150,Odessa,ECTOR
2887,Sunnyside Health Center,4605 Wilmington St,Houston,HARRIS
2888,Super 1 Pharmacy 605,3828 Troup Hwy,Tyler,SMITH
2889,Super 1 Pharmacy 610,1105 E Gentry Pkwy,Tyler,SMITH
2890,Super 1 Pharmacy 611,602 S Jefferson Ave,Mount Pleasant,TITUS
2891,Super 1 Pharmacy 612,1217 E Marshall Ave,Longview,GREGG
2892,Super 1 Pharmacy 615,4811 Wesley St,Greenville,HUNT
2893,Super 1 Pharmacy 618,2610 Richmond Rd,Texarkana,BOWIE
2894,Super 1 Pharmacy 625,113 N Northwest Loop 323,Tyler,SMITH
2895,Super 1 Pharmacy 630,100 N 15th St,Corsicana,NAVARRO
2896,Super 1 Pharmacy 631,207 E End Blvd N,Marshall,HARRISON
2897,Super 1 Pharmacy 632,1800 S High St,Longview,GREGG
2898,Super 1 Pharmacy 642,172 Centennial Pkwy,Tyler,SMITH
2899,Super 1 Pharmacy 649,125 Hall Rd,Seagoville,DALLAS
2900,Super Value Pharmacy,720 N INDUSTRIAL BLVD,Euless,TARRANT
2901,"Supracare Family Health, PLLC",310 E Hoskins St,New Boston,BOWIE
2902,SURGE RX,4320 BROADWAY,Pearland,BRAZORIA
2903,Surgery Center of Texas,6020 West Plano Parkway,Plano,COLLIN
2904,Surgical Arts Center,6501 Blanco Rd,San Antonio,BEXAR
2905,Susan L Boullioun Md Family Practice,113 E Cedar St,Seguin,GUADALUPE
2906,Sweeny Community Hospital,305 N Mckinney St,Sweeny,BRAZORIA
2907,Sweetwater Medical Associates,16651 Southwest Fwy,Sugar Land,FORT BEND
2908,Swiftcare Urgent Care,1201 N Main St,Euless,TARRANT
2909,Swisher Memorial Healthcare System,539 Se 2nd St,Tulia,SWISHER
2910,Sycamore Medical Clinic,1021 S Sycamore St,Palestine,ANDERSON
2911,syed a gardezi md,1628 crabb river rd,Richmond,FORT BEND
2912,"Syeda Sultana Ahmad, Md",1007 20th St,Plano,COLLIN
2913,Taft Family Health Center,1210 Gregory St Ste 2,Taft,SAN PATRICIO
2914,Tanglewood Pharmacy Inc,2445 A Northwest Loop,Stephenville,ERATH
2915,Tapia Internal Medicine Clinic,1800 Farm Road 195,Paris,LAMAR
2916,Tarleton State University Student Health Services,600 N. Rome,Stephenville,ERATH
2917,Tarrant Co Ph Bagsby,3212 Miller Ave,Fort Worth,TARRANT
2918,Tarrant Co Ph Imm Outreach,1101 S Main St Ste 1350,Fort Worth,TARRANT
2919,Tarrant Co Ph Nw Health Ctr,3800 Adam Grubb,Fort Worth,TARRANT
2920,Tarrant Co Ph Sw Health Ctr,6551 Granbury Rd,Fort Worth,TARRANT
2921,Tarrant Co Ph Watauga Health,6601 Watauga Rd,Fort Worth,TARRANT
2922,Tarrant County Public Health,1101 S Main St Ste 1350,Fort Worth,TARRANT
2923,Tarrytown Pharmacy,2727 Exposition Blvd,Austin,TRAVIS
2924,TC JESTER DIALYSIS,1800 W 26TH ST,Houston,HARRIS
2925,TCH Main,6621 Fannin St Mc 22510,Houston,HARRIS
2926,TD Healthcare LLC,105 E Broadway Street,Denver City,YOAKUM
2927,Teare Memorial Clinic,146 Pioneer Dr,Booker,LIPSCOMB
2928,Tejas Healthcare Clinic,890 E Travis St,La Grange,FAYETTE
2929,Tejas Medical Associates,6510 Hillcroft St Ste 200,Houston,HARRIS
2930,Terrell Fire Department,201 East Nash Street,Terrell,KAUFMAN
2931,Terrell State Hospital,0,Terrell,KAUFMAN
2932,"Tesoro Medical Care., P.A.",101 West Village Blvd.,Laredo,WEBB
2933,Texas A And M University Health,6300 Ocean Drive,Corpus Christi,NUECES
2934,Texas A And M University Student Health Center,311 Houston St,College Station,BRAZOS
2935,Texas A&M Commerce Student Health,2600 W Neal St,Commerce,HUNT
2936,Texas A&M Health Family Care Clinic,2900 E 29th St,Bryan,BRAZOS
2937,Texas Anesthesia Back Pain Center,"2010 Naomi Street, #A",Houston,HARRIS
2938,Texas Behavioral Health,"104 Whispering Pines Ave,",Friendswood,GALVESTON
2939,Texas Cancer Care Research Ctr,1700 W Hwy 6,Waco,MCLENNAN
2940,Texas Cancer Center Abilene So,1957 Antilley Rd,Abilene,TAYLOR
2941,Texas Cancer Center Seton Wm,301 Seton Pkwy Ste 104,Round Rock,WILLIAMSON
2942,Texas Center For Infectious Disease,2303 Se Military Dr,San Antonio,BEXAR
2943,Texas Centers for Infectious Disease Associates,1025 College Ave,Fort Worth,TARRANT
2944,Texas Children's Hospital Main,0,Houston,HARRIS
2945,Texas Children's Hospital West Campus,0,Houston,HARRIS
2946,Texas Children's Hospital Woodlands,0,Conroe,MONTGOMERY
2947,Texas Christian University Health Center,2825 Stadium Dr,Fort Worth,TARRANT
2948,Texas DADS SSLC Mexia,600 N. Hwy 171,Mexia,LIMESTONE
2949,Texas Dads State Supportive Living Center Lufkin,6844 U.S. 69,Pollok,ANGELINA
2950,Texas Department of Criminal Justice Allred,2101 FM 369 N,Iowa Park,WICHITA
2951,Texas Department of Criminal Justice BELL,901 East 5th Street,Cleveland,LIBERTY
2952,Texas Department of Criminal Justice BETO,1391 FM 3328,Tennessee Colony,ANDERSON
2953,Texas Department of Criminal Justice BOYD,200 Spur 113,Teague,FREESTONE
2954,Texas Department of Criminal Justice BRIDGEPORT,4000 North 10th Street,Bridgeport,WISE
2955,Texas Department of Criminal Justice BRISCOE,1459 W Hwy 85,Dilley,FRIO
2956,Texas Department of Criminal Justice BYRD,21 FM 247,Huntsville,WALKER
2957,Texas Department of Criminal Justice C MOORE,1700 N FM 87,Bonham,FANNIN
2958,Texas Department of Criminal Justice CLEMENS,11034 Hwy 36,Brazoria,BRAZORIA
2959,Texas Department of Criminal Justice CLEMENTS,9601 Spur 591,Amarillo,POTTER
2960,Texas Department of Criminal Justice COFFIELD,2661 FM 2054,Tennessee Colony,ANDERSON
2961,Texas Department of Criminal Justice CONNALLY,899 FM 632,Kenedy,KARNES
2962,Texas Department of Criminal Justice COTULLA,610 FM 624,Cotulla,LA SALLE
2963,Texas Department of Criminal Justice CRAIN,1401 Sate School Rd,Gatesville,CORYELL
2964,Texas Department of Criminal Justice DALHART,11950 FM 998,Dalhart,DALLAM
2965,Texas Department of Criminal Justice DARRINGTON,59 Darrington Rd,Rosharon,BRAZORIA
2966,Texas Department of Criminal Justice DIBOLL,1604 First Street,Diboll,ANGELINA
2967,Texas Department of Criminal Justice DOMINGUEZ,6535 Cagnon Rd,San Antonio,BEXAR
2968,Texas Department of Criminal Justice DUNCAN,1502 S. First Street,Diboll,ANGELINA
2969,Texas Department of Criminal Justice EAST TX ISF,900 Industrial Drive,Henderson,RUSK
2970,Texas Department of Criminal Justice EASTHAM,Farm Road 230 Lovelady,Lovelady,HOUSTON
2971,Texas Department of Criminal Justice ELLIS,1697 FM 980,Huntsville,WALKER
2972,Texas Department of Criminal Justice ESTELLE,264 FM 3478,Huntsville,WALKER
2973,Texas Department of Criminal Justice ESTES,1100 Highway 1807,Venus,JOHNSON
2974,Texas Department of Criminal Justice FERGUSON,12120 Savage Dr,Midway,MADISON
2975,Texas Department of Criminal Justice FORMBY,998 CR AA Plainview,Plainview,HALE
2976,Texas Department of Criminal Justice GARZA,4250 Hwy 202,Beeville,BEE
2977,Texas Department of Criminal Justice GIST,3295 FM 3514,Beaumont,JEFFERSON
2978,Texas Department of Criminal Justice GLOSSBRENNER,5100 S. FM 1329,San Diego,DUVAL
2979,Texas Department of Criminal Justice GOODMAN,349 Private Road 8430,Jasper,JASPER
2980,Texas Department of Criminal Justice GOREE,7405 Hwy 75 South,Huntsville,WALKER
2981,Texas Department of Criminal Justice Gurney,1385 FM 3328,Palestine,ANDERSON
2982,Texas Department of Criminal Justice HALBERT,800 Ellen Halbert Drive,Burnet,BURNET
2983,Texas Department of Criminal Justice Hamilton,200 Lee Morrison,Bryan,BRAZOS
2984,Texas Department of Criminal Justice HAVINS,500 FM 45 East,Brownwood,BROWN
2985,Texas Department of Criminal Justice Hightower,902 FM 686,Dayton,LIBERTY
2986,Texas Department of Criminal Justice Hobby,742 FM 712,Marlin,FALLS
2987,Texas Department of Criminal Justice Holliday,295 IH 45N,Huntsville,WALKER
2988,Texas Department of Criminal Justice Hughes,3201 FM 929,Gatesville,CORYELL
2989,Texas Department of Criminal Justice Huntsville,815 12th Street,Huntsville,WALKER
2990,Texas Department of Criminal Justice Hutchins,1500 E. Langdon Rd.,Dallas,DALLAS
2991,Texas Department of Criminal Justice Jester III,3 Jester Rd,Richmond,FORT BEND
2992,Texas Department of Criminal Justice Jester IV,4 Jester Rd.,Richmond,FORT BEND
2993,Texas Department of Criminal Justice Johnston,703 Airport Rd.,Winnsboro,WOOD
2994,Texas Department of Criminal Justice JORDAN,1992 Helton Rd,Pampa,GRAY
2995,Texas Department of Criminal Justice Kegans,707 Top Street Houston,Houston,HARRIS
2996,Texas Department of Criminal Justice Lewis,777 FM 3497,Woodville,TYLER
2997,Texas Department of Criminal Justice Lindsey,1620 FM 3344 Jacksboro,Jacksboro,JACK
2998,Texas Department of Criminal Justice Lockhart,1400 Industrial Blvd.,Lockhart,CALDWELL
2999,Texas Department of Criminal Justice Lopez,1203 El Cibolo Rd.,Edinburg,HIDALGO
3000,Texas Department of Criminal Justice Luther,1800 Luther Drive,Navasota,GRIMES
3001,Texas Department of Criminal Justice LYNAUGH,1098 S. Highway 2037,Fort Stockton,PECOS
3002,Texas Department of Criminal Justice Lynchner,2350 Atascocita Rd.,Humble,HARRIS
3003,Texas Department of Criminal Justice McConnell,3001 S. Emily Dr.,Beeville,BEE
3004,Texas Department of Criminal Justice Michael,2664 FM 2054,Tennessee Colony,ANDERSON
3005,Texas Department of Criminal Justice MIDDLETON,13055 FM 3522,Abilene,TAYLOR
3006,Texas Department of Criminal Justice MONTFORD,8602 Peach,Lubbock,LUBBOCK
3007,Texas Department of Criminal Justice Mt. View,2305 Ransom Road,Gatesville,CORYELL
3008,Texas Department of Criminal Justice Murray,1916 N. Hwy 36 Bypass,Gatesville,CORYELL
3009,Texas Department of Criminal Justice Pack 1,2400 Wallace Pack Road,Navasota,GRIMES
3010,Texas Department of Criminal Justice Plane,904 FM 686,Dayton,LIBERTY
3011,Texas Department of Criminal Justice Polunsky,3872 FM 350 South,Livingston,POLK
3012,Texas Department of Criminal Justice Powledge,1400 FM 3452,Palestine,ANDERSON
3013,Texas Department of Criminal Justice Ramsey 1,1100 FM655,Rosharon,BRAZORIA
3014,Texas Department of Criminal Justice ROACH,15845 FM 164,Childress,CHILDRESS
3015,Texas Department of Criminal Justice ROBERTSON,12071 FM 3522,Abilene,TAYLOR
3016,Texas Department of Criminal Justice SANCHEZ,3901 State Jail Road,El Paso,EL PASO
3017,Texas Department of Criminal Justice SAYLE,4176 FM 1800,Breckenridge,STEPHENS
3018,Texas Department of Criminal Justice Segovia,1201 E. El Cibolo Rd.,Edinburg,HIDALGO
3019,Texas Department of Criminal Justice Skyview,379 FM 2972,Rusk,CHEROKEE
3020,Texas Department of Criminal Justice SMITH,1313 County Road 19,Lamesa,DAWSON
3021,Texas Department of Criminal Justice Stiles,3060 FM 3514,Beaumont,JEFFERSON
3022,Texas Department of Criminal Justice Stringfellow,1200 FM 655,Rosharon,BRAZORIA
3023,Texas Department of Criminal Justice Telford,3899 State Hwy 98,New Boston,BOWIE
3024,Texas Department of Criminal Justice Terrell,1300 FM 655,Rosharon,BRAZORIA
3025,Texas Department of Criminal Justice Travis Cty,8101 FM 969,Austin,TRAVIS
3026,Texas Department of Criminal Justice Vance,2 Jester Rd.,Richmond,FORT BEND
3027,Texas Department of Criminal Justice WALLACE,1675 South FM 3525,Colorado City,MITCHELL
3028,Texas Department of Criminal Justice Willacy,1695 S. Buffalo Dr.,Raymondville,WILLACY
3029,Texas Department of Criminal Justice Wynne,810 FM 2821,Huntsville,WALKER
3030,Texas Department of Criminal Justice Young,5509 Attwater Ave.,Dickinson,GALVESTON
3031,Texas Department Of Public Safety,5805 N Lamar Blvd,Austin,TRAVIS
3032,TEXAS DEPARTMENT OF STATE HEALTH SERVICES,601 W.SESAME DRIVE,Harlingen,CAMERON
3033,"TEXAS DERMATOLOGY INSTUTUTE, PA",24165 W IH 10,San Antonio,BEXAR
3034,Texas Diabetes & Endocrinology,110 Deer Ridge Drive,Round Rock,WILLIAMSON
3035,Texas DSHS Laboratory,1100 West 49th Street,Austin,TRAVIS_State
3036,"Texas Health Care, P.L.L.C.",2821 Lackland Rd Ste 300,Fort Worth,TARRANT
3037,Texas Health Harris Methodist Hospital Fort Worth,0,Fort Worth,TARRANT
3038,Texas Health Hospital Mansfield,2300 Lonestar Road,Mansfield,TARRANT
3039,Texas Health Huguley Hospital - Fort Worth South,0,Burleson,TARRANT
3040,Texas Health Medical Support,1100 Bridgewood,Fort Worth,TARRANT
3041,Texas Health Resources,1100 Bridgewood,Fort Worth,TARRANT
3042,Texas Institute For Kidney & Endocrine Disorder Pa,10 Medical Center Blvd,Lufkin,ANGELINA
3043,Texas MedClinic,13722 Embassy Row,San Antonio,BEXAR
3044,Texas Neuro Rehab Center,1106 W Dittmar Rd,Austin,TRAVIS
3045,Texas Oncology Cedar Park,1401 Medical Pkwy Bldg C,Cedar Park,WILLIAMSON
3046,Texas Oncology Houston Mem Cit,925 Gessner Rd,Houston,HARRIS
3047,Texas Oncology Irving,2021 N Macarthur Blvd Ste 400,Irving,DALLAS
3048,Texas Oncology Pa Austin Cc,6204 Balcones Dr,Austin,TRAVIS
3049,Texas Oncology Pa Beaumont,690 N 14th St,Beaumont,JEFFERSON
3050,Texas Oncology Pa Katy,1331 W Grand Pkwy N Ste 340,Katy,HARRIS
3051,Texas Oncology Pa Palestine,3415 S Loop 256,Palestine,ANDERSON
3052,Texas Oncology Pa Willowbrook,13215 Dotson Rd,Houston,HARRIS
3053,Texas Orthopedic Hospital,7401 South Main St,Houston,HARRIS
3054,Texas Rehabilitation Hospital of Fort Worth,425 Alabama Avenue,Fort Worth,TARRANT
3055,Texas Scottish Rite Hospital For Children,0,Dallas,DALLAS
3056,Texas Spine And Joint Hospital,1814 Roseland Blvd,Tyler,SMITH
3057,Texas Star Pharmacy,3033 W Parker Road Suite 100,Plano,COLLIN
3058,Texas State University Student Health Services,298 Student Center Dr,San Marcos,HAYS
3059,Texas Superior Care Rx LLC,111 East 5th Street,McCamey,UPTON
3060,Texas Tech Family And Community Medicine,9849 Kenworthy St,El Paso,EL PASO
3061,Texas Tech Family Medicine,1400 S Coulter St # 5100,Amarillo,POTTER
3062,Texas Tech Health Science Center,701 W 5th St Ste 1111,Odessa,ECTOR
3063,Texas Tech Health Science Center - Amarillo,0,Amarillo,POTTER
3064,Texas Tech Health Sciences Center,800 West 5th Street,Odessa,ECTOR
3065,Texas Tech Pediatrics - Amarillo,1400 S Coulter St Ste 100,Amarillo,POTTER
3066,Texas Tech Physicians Of El Paso At Transmountain F,a2000 -B Transmountain Rd,El Paso,EL PASO
3067,Texas Tech Physicians Of El Paso At Transmountain Family Me,2000-B Transmountain Rd,El Paso,EL PASO
3068,Texas Tech University Health Science Center Immunization Of,3601 4th St Ms 8150,Lubbock,LUBBOCK
3069,Texas Tech University Health Sciences Center El Paso Occupa,t4801 Alberta Ave Ste A02,El Paso,EL PASO
3070,Texas Tech University Health Sciences Center El Paso Occupat,4801  Alberta Ave Ste A02,El Paso,EL PASO
3071,Texas Tech University Health Sciences Center Interna,a4 801 Alberta Ave,El Paso,EL PASO
3072,Texas Tech University Health Sciences Center Internal Medici,n4801 Alberta Ave,El Paso,EL PASO
3073,Texas Vaccine Institute,21811 Katy Fwy Ste D102,Katy,HARRIS
3074,Texas Wellmed Clinic Pllc,12246 Queenston Blvd,Houston,HARRIS
3075,Texas Woman's University,604 Administration Drive,Denton,DENTON
3076,Texoma Cancer Center,5400 Kell Blvd,Wichita Falls,WICHITA
3077,Texoma Dialysis Center,2500 Swamy Drive,Sherman,GRAYSON
3078,Texoma Hospital Partners LLC,1810 US Hwy 82 West,Sherman,GRAYSON
3079,Texoma Medical Center- Hospital Patients,0,Denison,GRAYSON
3080,TEXOMA PHARMACY,140 W LAMBERTH RD,Sherman,GRAYSON
3081,Texomacare Family Practice - Dension,5012 Us Hwy 75 South,Denison,GRAYSON
3082,The Center For Cancer And Blood Disorders,800 W Magnolia Ave,Fort Worth,TARRANT
3083,The Colony ER Hospital,4780 State Hwy 121,The Colony,DENTON
3084,The Drug Store,100 S Avenue E,Haskell,HASKELL
3085,The Eddick Corporation,1015 Hillcrest Dr.,Vernon,WILBARGER
3086,The Emergency Clinic at the Pearl,2015 Broadway St.,San Antonio,BEXAR
3087,The Healing Space Family And Integrative Medicine,7100 Westwind Dr Ste 120,El Paso,EL PASO
3088,The Health Center Of Helping Hands,401 W Rusk St Ste 100,Rockwall,ROCKWALL
3089,The Heights Emergency Room,101 North Loop W,Houston,HARRIS
3090,The Hospital At Westlake Medical Center,5656 Bee Caves Rd Ste M302,Austin,TRAVIS
3091,The Hospitals of Providence East Campus,0,El Paso,EL PASO
3092,The Hospitals of Providence Memorial Campus,0,El Paso,EL PASO
3093,The Hospitals Of Providence Sierra Campus,1625 Medical Center Dr,El Paso,EL PASO
3094,The Hospitals Of Providence Transmountain Campus,2000 Transmountain Road,El Paso,EL PASO
3095,The Immunization Clinic - Stafford,3727 Greenbriar Dr Ste 403,Stafford,FORT BEND
3096,The Lady with the Lamp,2323 Riverway Oak Drive,Kingwood,HARRIS
3097,The Med-Shop Pharmacy,825 US HWY 271 N.,Gilmer,UPSHUR
3098,The Medical Center Of Plano,3901 W 15th St,Plano,COLLIN
3099,The Medical Center Of Southeast Texas,0,Port Arthur,JEFFERSON
3100,The Medicine Shoppe Pharmacy,"205 W, Hwy 77",San Benito,CAMERON
3101,The Medicine Shoppe Pharmacy 0708,1624 N Travis St,Sherman,GRAYSON
3102,The Medicine Shoppe Pharmacy 0939,903 W Frank Ave,Lufkin,ANGELINA
3103,The Menninger Clinic,12301 Main St,Houston,HARRIS
3104,The Pediatric Care Center - Rio Grande City,1673 E SAN BENITO ST,Rio Grande City,STARR
3105,The Pharmacy Shop,406 Youens Drive,Weimar,COLORADO
3106,THE PHYSICIANS CENTRE HOSPITAL,3131 University Dr E,Bryan,BRAZOS
3107,The Prescription Shop,120 S Grand Ave,Waxahachie,ELLIS
3108,The Rowe Network,1917 Ashland Street,Houston,HARRIS
3109,The San Antonio Orthopaedic Group,400 Concord Plaza Dr Ste 300,San Antonio,BEXAR
3110,"The Surgery Center at Williamson, LLC","301 Seton Parkway, Suite 200",Round Rock,WILLIAMSON
3111,The University of Texas at El Paso,500 W. University Ave,El Paso,EL PASO
3112,The University of Texas at San Antonio,One UTSA Circle,San Antonio,BEXAR
3113,Thrive Medical Clinic,2217 Park Bend Dr Suite 210,Austin,TRAVIS
3114,Throckmorton Rural Health Clinic,802 N Minter Ave Ste B,Throckmorton,THROCKMORTO
