week,week_starting,vaccine_type,allocated_doses,pharmacyID
Week 4,1/4/21,Moderna,100,2609
Week 2,12/21/20,Moderna,600,2609
Week 11,2/22/21,Moderna,200,2610
Week 13,3/8/21,Johnson,100,2611
Week 13,3/8/21,Johnson,100,2612
Week 4,1/4/21,Moderna,100,2612
Week 13,3/8/21,Johnson,1000,2613
Week 11,2/22/21,Moderna,1000,2613
Week 13,3/8/21,Moderna,1000,2614
Week 12,3/1/21,Pfizer,3510,2614
Week 11,2/22/21,Moderna,1000,2614
Week 10,2/15/21,Moderna,1000,2614
Week 9,2/8/21,Moderna,500,2614
Week 13,3/8/21,Johnson,100,2615
Week 11,2/22/21,Moderna,100,2616
Week 13,3/8/21,Johnson,100,2617
Week 13,3/8/21,Moderna,100,2618
Week 11,2/22/21,Moderna,100,2618
Week 13,3/8/21,Johnson,200,2619
Week 5,1/11/21,Moderna,200,2619
Week 5,1/11/21,Moderna,100,2620
Week 4,1/4/21,Moderna,200,2620
Week 13,3/8/21,Johnson,500,2621
Week 11,2/22/21,Moderna,100,2621
Week 8,2/1/21,Moderna,200,2622
Week 2,12/21/20,Moderna,100,2622
Week 7,1/25/21,Moderna,100,2623
Week 13,3/8/21,Johnson,100,2624
Week 2,12/21/20,Moderna,300,2624
Week 4,1/4/21,Moderna,100,2625
Week 4,1/4/21,Pfizer,975,2626
Week 1,12/14/20,Pfizer,975,2626
Week 13,3/8/21,Johnson,100,2627
Week 4,1/4/21,Moderna,100,2628
Week 13,3/8/21,Johnson,100,2629
Week 3,12/28/20,Moderna,400,2630
Week 2,12/21/20,Moderna,500,2630
Week 12,3/1/21,Moderna,100,2631
Week 13,3/8/21,Johnson,300,2632
Week 13,3/8/21,Johnson,100,2633
Week 13,3/8/21,Johnson,100,2634
Week 8,2/1/21,Moderna,100,2634
Week 13,3/8/21,Johnson,100,2635
Week 4,1/4/21,Moderna,100,2635
Week 13,3/8/21,Johnson,100,2636
Week 4,1/4/21,Moderna,100,2636
Week 12,3/1/21,Moderna,100,2637
Week 8,2/1/21,Moderna,200,2637
Week 13,3/8/21,Johnson,100,2638
Week 4,1/4/21,Moderna,100,2638
Week 13,3/8/21,Moderna,100,2639
Week 13,3/8/21,Johnson,100,2640
Week 11,2/22/21,Moderna,200,2641
Week 10,2/15/21,Moderna,200,2641
Week 5,1/11/21,Moderna,100,2641
Week 3,12/28/20,Moderna,100,2641
Week 13,3/8/21,Johnson,100,2642
Week 2,12/21/20,Moderna,500,2642
Week 13,3/8/21,Johnson,100,2643
Week 2,12/21/20,Moderna,1600,2644
Week 4,1/4/21,Moderna,100,2645
Week 13,3/8/21,Johnson,100,2646
Week 7,1/25/21,Moderna,100,2647
Week 13,3/8/21,Moderna,100,2648
Week 12,3/1/21,Moderna,100,2648
Week 13,3/8/21,Johnson,100,2649
Week 4,1/4/21,Moderna,100,2649
Week 13,3/8/21,Johnson,100,2650
Week 4,1/4/21,Moderna,100,2650
Week 2,12/21/20,Moderna,300,2651
Week 12,3/1/21,Moderna,300,2652
Week 11,2/22/21,Moderna,100,2652
Week 11,2/22/21,Moderna,100,2653
Week 9-Fed,2/8/21,Moderna,100,2654
Week 9-Fed,2/8/21,Moderna,100,2655
Week 9-Fed,2/8/21,Moderna,100,2656
Week 9-Fed,2/8/21,Moderna,200,2657
Week 9-Fed,2/8/21,Moderna,100,2658
Week 9-Fed,2/8/21,Moderna,100,2659
Week 9-Fed,2/8/21,Moderna,100,2660
Week 9-Fed,2/8/21,Moderna,700,2661
Week 9-Fed,2/8/21,Moderna,100,2662
Week 9-Fed,2/8/21,Moderna,200,2663
Week 9-Fed,2/8/21,Moderna,100,2664
Week 9-Fed,2/8/21,Moderna,200,2665
Week 9-Fed,2/8/21,Moderna,100,2666
Week 9-Fed,2/8/21,Moderna,200,2667
Week 9-Fed,2/8/21,Moderna,200,2668
Week 9-Fed,2/8/21,Moderna,100,2669
Week 9-Fed,2/8/21,Moderna,600,2670
Week 9-Fed,2/8/21,Moderna,100,2671
Week 9-Fed,2/8/21,Moderna,200,2672
Week 3,12/28/20,Moderna,100,2673
Week 13,3/8/21,Pfizer,10530,2674
Week 12,3/1/21,Pfizer,10530,2674
Week 11,2/22/21,Pfizer,2340,2674
Week 10,2/15/21,Moderna,1000,2674
Week 9,2/8/21,Moderna,10000,2674
Week 8,2/1/21,Moderna,10000,2674
Week 7,1/25/21,Moderna,9000,2674
Week 6,1/18/21,Moderna,9000,2674
Week 2,12/21/20,Moderna,1100,2674
Week 13,3/8/21,Johnson,100,2675
Week 13,3/8/21,Johnson,100,2676
Week 13,3/8/21,Johnson,100,2677
Week 4,1/4/21,Moderna,100,2678
Week 13,3/8/21,Johnson,100,2679
Week 12,3/1/21,Moderna,200,2679
Week 11,2/22/21,Moderna,200,2679
Week 4,1/4/21,Moderna,300,2679
Week 8,2/1/21,Moderna,300,2680
Week 3,12/28/20,Moderna,300,2680
Week 13,3/8/21,Johnson,100,2681
Week 2,12/21/20,Moderna,300,2681
Week 5,1/11/21,Moderna,9000,2682
Week 3,12/28/20,Moderna,200,2683
Week 1,12/14/20,Pfizer,975,2683
Week 8,2/1/21,Moderna,200,2684
Week 13,3/8/21,Johnson,100,2685
Week 10,2/15/21,Moderna,100,2685
Week 2,12/21/20,Moderna,100,2685
Week 13,3/8/21,Johnson,100,2686
Week 2,12/21/20,Moderna,500,2686
Week 5,1/11/21,Moderna,100,2687
Week 13,3/8/21,Johnson,100,2688
Week 2,12/21/20,Moderna,500,2689
Week 13,3/8/21,Johnson,100,2690
Week 2,12/21/20,Moderna,300,2690
Week 13,3/8/21,Johnson,100,2691
Week 2,12/21/20,Moderna,500,2691
Week 3,12/28/20,Moderna,300,2692
Week 13,3/8/21,Johnson,100,2693
Week 13,3/8/21,Johnson,100,2694
Week 13,3/8/21,Johnson,100,2695
Week 13,3/8/21,Johnson,100,2696
Week 13,3/8/21,Johnson,100,2697
Week 13,3/8/21,Johnson,100,2698
Week 13,3/8/21,Johnson,100,2699
Week 13,3/8/21,Johnson,100,2700
Week 4,1/4/21,Moderna,200,2701
Week 4,1/4/21,Moderna,200,2702
Week 4,1/4/21,Moderna,100,2703
Week 4,1/4/21,Moderna,200,2704
Week 4,1/4/21,Moderna,200,2705
Week 13,3/8/21,Moderna,200,2706
Week 4,1/4/21,Moderna,200,2706
Week 4,1/4/21,Moderna,200,2707
Week 10,2/15/21,Moderna,100,2708
Week 10,2/15/21,Moderna,100,2709
Week 4,1/4/21,Moderna,100,2710
Week 4,1/4/21,Moderna,200,2711
Week 2,12/21/20,Moderna,200,2712
Week 4,1/4/21,Moderna,100,2713
Week 4,1/4/21,Moderna,100,2714
Week 4,1/4/21,Moderna,100,2715
Week 4,1/4/21,Moderna,100,2716
Week 4,1/4/21,Moderna,100,2717
Week 6,1/18/21,Moderna,100,2718
Week 13,3/8/21,Moderna,500,2719
Week 11,2/22/21,Moderna,400,2719
Week 5,1/11/21,Moderna,100,2719
Week 2,12/21/20,Moderna,300,2719
Week 13,3/8/21,Moderna,200,2720
Week 11,2/22/21,Moderna,200,2720
Week 9,2/8/21,Moderna,200,2720
Week 2,12/21/20,Moderna,100,2720
Week 13,3/8/21,Johnson,100,2721
Week 13,3/8/21,Pfizer,7020,2722
Week 12,3/1/21,Pfizer,7020,2722
Week 11,2/22/21,Pfizer,4680,2722
Week 10,2/15/21,Pfizer,3900,2722
Week 10,2/15/21,Moderna,1000,2722
Week 9,2/8/21,Pfizer,3900,2722
Week 8,2/1/21,Pfizer,3900,2722
Week 7,1/25/21,Pfizer,3900,2722
Week 6,1/18/21,Pfizer,1950,2722
Week 4,1/4/21,Pfizer,975,2722
Week 3,12/28/20,Moderna,7000,2722
Week 2,12/21/20,Moderna,3000,2722
Week 13,3/8/21,Johnson,200,2723
Week 13,3/8/21,Johnson,100,2724
Week 13,3/8/21,Johnson,100,2725
Week 13,3/8/21,Moderna,300,2726
Week 12,3/1/21,Moderna,100,2726
Week 13,3/8/21,Johnson,100,2727
Week 12,3/1/21,Moderna,100,2727
Week 11,2/22/21,Moderna,100,2727
Week 13,3/8/21,Moderna,200,2728
Week 4,1/4/21,Moderna,300,2729
Week 13,3/8/21,Johnson,300,2730
Week 12,3/1/21,Moderna,100,2731
Week 8,2/1/21,Moderna,100,2731
Week 4,1/4/21,Moderna,100,2731
Week 13,3/8/21,Johnson,100,2732
Week 3,12/28/20,Moderna,100,2732
Week 2,12/21/20,Moderna,200,2732
Week 5,1/11/21,Moderna,100,2733
Week 13,3/8/21,Moderna,100,2734
Week 12,3/1/21,Moderna,100,2734
Week 9,2/8/21,Moderna,200,2734
Week 3,12/28/20,Moderna,100,2734
Week 2,12/21/20,Moderna,400,2734
Week 12,3/1/21,Moderna,100,2735
Week 11,2/22/21,Moderna,100,2735
Week 8,2/1/21,Moderna,100,2735
Week 13,3/8/21,Johnson,100,2736
Week 9,2/8/21,Moderna,200,2736
Week 8,2/1/21,Moderna,500,2736
Week 7,1/25/21,Moderna,200,2736
Week 5,1/11/21,Moderna,100,2736
Week 2,12/21/20,Moderna,200,2736
Week 13,3/8/21,Johnson,100,2737
Week 13,3/8/21,Johnson,200,2738
Week 13,3/8/21,Johnson,100,2739
Week 4,1/4/21,Moderna,200,2740
Week 13,3/8/21,Johnson,100,2741
Week 13,3/8/21,Johnson,100,2742
Week 4,1/4/21,Moderna,300,2743
Week 13,3/8/21,Johnson,500,2744
Week 4,1/4/21,Moderna,100,2745
Week 13,3/8/21,Pfizer,14040,2746
Week 12,3/1/21,Pfizer,14040,2746
Week 11,2/22/21,Moderna,3000,2746
Week 5,1/11/21,Moderna,300,2746
Week 4,1/4/21,Moderna,1000,2746
Week 3,12/28/20,Combination,2750,2746
Week 1,12/14/20,Pfizer,2925,2746
Week 13,3/8/21,Johnson,100,2747
Week 5,1/11/21,Moderna,100,2747
Week 2,12/21/20,Moderna,600,2747
Week 8,2/1/21,Moderna,300,2748
Week 5,1/11/21,Moderna,400,2748
Week 3,12/28/20,Moderna,800,2748
Week 1,12/14/20,Pfizer,975,2748
Week 5,1/11/21,Moderna,200,2749
Week 3,12/28/20,Moderna,100,2749
Week 2,12/21/20,Moderna,900,2749
Week 10,2/15/21,Moderna,400,2750
Week 2,12/21/20,Moderna,100,2750
Week 10,2/15/21,Moderna,400,2751
Week 9,2/8/21,Moderna,400,2751
Week 7,1/25/21,Moderna,100,2751
Week 11,2/22/21,Moderna,100,2752
Week 10,2/15/21,Moderna,100,2752
Week 4,1/4/21,Moderna,200,2752
Week 13,3/8/21,Moderna,200,2753
Week 12,3/1/21,Moderna,100,2753
Week 8,2/1/21,Moderna,200,2753
Week 6,1/18/21,Pfizer,975,2753
Week 2,12/21/20,Moderna,200,2753
Week 13,3/8/21,Moderna,200,2754
Week 12,3/1/21,Moderna,100,2754
Week 13,3/8/21,Johnson,100,2755
Week 11,2/22/21,Moderna,100,2756
Week 5,1/11/21,Moderna,100,2756
Week 5,1/11/21,Moderna,400,2757
Week 13,3/8/21,Pfizer,3510,2758
Week 12,3/1/21,Pfizer,3510,2758
Week 11,2/22/21,Pfizer,3510,2758
Week 10,2/15/21,Pfizer,1950,2758
Week 9,2/8/21,Pfizer,1950,2758
Week 8,2/1/21,Pfizer,1950,2758
Week 7,1/25/21,Pfizer,1950,2758
Week 6,1/18/21,Pfizer,1950,2758
Week 3,12/28/20,Moderna,2600,2758
Week 2,12/21/20,Pfizer,975,2758
Week 1,12/14/20,Pfizer,1950,2758
Week 11,2/22/21,Moderna,600,2759
Week 10,2/15/21,Moderna,400,2759
Week 9,2/8/21,Moderna,600,2759
Week 4,1/4/21,Moderna,100,2759
Week 4,1/4/21,Moderna,100,2760
Week 13,3/8/21,Johnson,100,2761
Week 4,1/4/21,Moderna,100,2762
Week 4,1/4/21,Moderna,100,2763
Week 5,1/11/21,Moderna,300,2764
Week 13,3/8/21,Moderna,100,2765
Week 12,3/1/21,Moderna,100,2765
Week 4,1/4/21,Moderna,100,2765
Week 2,12/21/20,Moderna,2100,2766
Week 13,3/8/21,Johnson,100,2767
Week 13,3/8/21,Johnson,500,2768
Week 5,1/11/21,Moderna,100,2768
Week 3,12/28/20,Moderna,100,2768
Week 2,12/21/20,Moderna,200,2768
Week 13,3/8/21,Johnson,100,2769
Week 5,1/11/21,Moderna,100,2769
Week 13,3/8/21,Johnson,100,2770
Week 5,1/11/21,Moderna,100,2770
Week 13,3/8/21,Johnson,100,2771
Week 13,3/8/21,Johnson,100,2772
Week 13,3/8/21,Johnson,200,2773
Week 13,3/8/21,Johnson,100,2774
Week 12,3/1/21,Moderna,100,2775
Week 11,2/22/21,Moderna,100,2775
Week 12,3/1/21,Moderna,100,2776
Week 11,2/22/21,Moderna,100,2776
Week 3,12/28/20,Moderna,200,2777
Week 2,12/21/20,Moderna,100,2778
Week 13,3/8/21,Johnson,200,2779
Week 2,12/21/20,Moderna,1000,2780
Week 2,12/21/20,Moderna,100,2781
Week 5,1/11/21,Moderna,100,2782
Week 4,1/4/21,Moderna,500,2782
Week 2,12/21/20,Pfizer,975,2782
Week 1,12/14/20,Pfizer,975,2782
Week 13,3/8/21,Johnson,100,2783
Week 13,3/8/21,Johnson,100,2784
Week 13,3/8/21,Johnson,100,2785
Week 2,12/21/20,Moderna,500,2785
Week 13,3/8/21,Johnson,100,2786
Week 2,12/21/20,Moderna,300,2786
Week 13,3/8/21,Johnson,100,2787
Week 12,3/1/21,Moderna,200,2788
Week 11,2/22/21,Moderna,200,2788
Week 12,3/1/21,Moderna,100,2789
Week 11,2/22/21,Moderna,200,2789
Week 13,3/8/21,Moderna,100,2790
Week 12,3/1/21,Moderna,200,2790
Week 11,2/22/21,Moderna,200,2790
Week 13,3/8/21,Johnson,100,2791
Week 11,2/22/21,Moderna,300,2791
Week 10,2/15/21,Moderna,200,2791
Week 2,12/21/20,Moderna,100,2791
Week 3,12/28/20,Moderna,100,2792
Week 2,12/21/20,Moderna,100,2792
Week 8,2/1/21,Moderna,200,2793
Week 2,12/21/20,Moderna,100,2793
Week 13,3/8/21,Johnson,100,2794
Week 2,12/21/20,Moderna,500,2794
Week 4,1/4/21,Moderna,400,2795
Week 13,3/8/21,Johnson,500,2796
Week 5,1/11/21,Moderna,200,2796
Week 2,12/21/20,Pfizer,975,2796
Week 1,12/14/20,Pfizer,975,2796
Week 13,3/8/21,Johnson,100,2797
Week 11,2/22/21,Moderna,200,2798
Week 13,3/8/21,Moderna,100,2799
Week 5,1/11/21,Moderna,100,2799
Week 13,3/8/21,Johnson,700,2800
Week 3,12/28/20,Moderna,500,2800
Week 4,1/4/21,Moderna,200,2801
Week 2,12/21/20,Moderna,100,2801
Week 2,12/21/20,Moderna,500,2802
Week 4,1/4/21,Moderna,100,2803
Week 8,2/1/21,Moderna,200,2804
Week 7,1/25/21,Moderna,100,2804
Week 8,2/1/21,Moderna,200,2805
Week 7,1/25/21,Moderna,100,2805
Week 8,2/1/21,Moderna,200,2806
Week 7,1/25/21,Moderna,100,2806
Week 8,2/1/21,Moderna,200,2807
Week 12,3/1/21,Moderna,100,2808
Week 11,2/22/21,Moderna,200,2808
Week 8,2/1/21,Moderna,200,2808
Week 2,12/21/20,Moderna,100,2809
Week 12,3/1/21,Moderna,100,2810
Week 11,2/22/21,Moderna,100,2810
Week 12,3/1/21,Moderna,100,2811
Week 4,1/4/21,Moderna,100,2811
Week 13,3/8/21,Johnson,100,2812
Week 13,3/8/21,Moderna,100,2813
Week 13,3/8/21,Moderna,500,2814
Week 5,1/11/21,Moderna,100,2814
Week 2,12/21/20,Moderna,300,2814
Week 4,1/4/21,Moderna,200,2815
Week 13,3/8/21,Johnson,100,2816
Week 13,3/8/21,Johnson,100,2817
Week 13,3/8/21,Johnson,100,2818
Week 13,3/8/21,Johnson,100,2819
Week 13,3/8/21,Johnson,100,2820
Week 9-Fed,2/8/21,Moderna,100,2821
Week 6,1/18/21,Moderna,100,2822
Week 4,1/4/21,Moderna,100,2823
Week 4,1/4/21,Moderna,100,2824
Week 9-Fed,2/8/21,Moderna,200,2825
Week 13,3/8/21,Johnson,100,2826
Week 13,3/8/21,Johnson,100,2827
Week 13,3/8/21,Johnson,100,2828
Week 5,1/11/21,Moderna,100,2829
Week 4,1/4/21,Moderna,600,2829
Week 3,12/28/20,Moderna,100,2829
Week 2,12/21/20,Moderna,400,2829
Week 4,1/4/21,Combination,2275,2830
Week 3,12/28/20,Moderna,1200,2830
Week 1,12/14/20,Pfizer,975,2830
Week 4,1/4/21,Moderna,700,2831
Week 3,12/28/20,Moderna,100,2831
Week 2,12/21/20,Moderna,100,2831
Week 13,3/8/21,Johnson,300,2832
Week 8,2/1/21,Pfizer,975,2832
Week 4,1/4/21,Moderna,200,2832
Week 13,3/8/21,Moderna,200,2833
Week 8,2/1/21,Moderna,200,2833
Week 4,1/4/21,Moderna,200,2833
Week 13,3/8/21,Moderna,200,2834
Week 12,3/1/21,Moderna,100,2834
Week 13,3/8/21,Johnson,100,2835
Week 4,1/4/21,Moderna,100,2835
Week 4,1/4/21,Moderna,100,2836
Week 13,3/8/21,Johnson,100,2837
Week 5,1/11/21,Moderna,300,2837
Week 3,12/28/20,Moderna,200,2837
Week 2,12/21/20,Moderna,2300,2837
Week 13,3/8/21,Johnson,1500,2838
Week 12,3/1/21,Pfizer,1170,2838
Week 9,2/8/21,Moderna,400,2838
Week 2,12/21/20,Moderna,1500,2838
Week 13,3/8/21,Johnson,500,2839
Week 1,12/14/20,Pfizer,975,2839
Week 13,3/8/21,Johnson,1000,2840
Week 12,3/1/21,Pfizer,1170,2840
Week 1,12/14/20,Pfizer,975,2840
Week 13,3/8/21,Moderna,500,2841
Week 13,3/8/21,Johnson,1000,2842
Week 3,12/28/20,Moderna,500,2842
Week 2,12/21/20,Moderna,500,2842
Week 13,3/8/21,Moderna,100,2843
Week 5,1/11/21,Moderna,300,2843
Week 8,2/1/21,Moderna,100,2844
Week 12,3/1/21,Moderna,100,2845
Week 11,2/22/21,Moderna,300,2845
Week 8,2/1/21,Moderna,100,2845
Week 4,1/4/21,Moderna,100,2846
Week 13,3/8/21,Johnson,100,2847
Week 13,3/8/21,Moderna,400,2848
Week 11,2/22/21,Moderna,200,2848
Week 10,2/15/21,Moderna,100,2848
Week 7,1/25/21,Moderna,200,2848
Week 2,12/21/20,Moderna,500,2848
Week 13,3/8/21,Johnson,100,2849
Week 10,2/15/21,Moderna,100,2849
Week 13,3/8/21,Moderna,200,2850
Week 4,1/4/21,Moderna,300,2850
Week 13,3/8/21,Johnson,300,2851
Week 6,1/18/21,Moderna,400,2851
Week 5,1/11/21,Moderna,100,2851
Week 13,3/8/21,Johnson,100,2852
Week 11,2/22/21,Moderna,1000,2852
Week 13,3/8/21,Johnson,1000,2853
Week 10,2/15/21,Moderna,1000,2853
Week 9,2/8/21,Moderna,1000,2853
Week 8,2/1/21,Moderna,1000,2853
Week 3,12/28/20,Moderna,300,2853
Week 13,3/8/21,Johnson,100,2854
Week 13,3/8/21,Johnson,100,2855
Week 2,12/21/20,Moderna,300,2855
Week 13,3/8/21,Johnson,100,2856
Week 13,3/8/21,Johnson,500,2857
Week 3,12/28/20,Moderna,1100,2857
Week 1,12/14/20,Pfizer,1950,2857
Week 13,3/8/21,Johnson,100,2858
Week 13,3/8/21,Johnson,100,2859
Week 2,12/21/20,Moderna,500,2860
Week 13,3/8/21,Johnson,300,2861
Week 12,3/1/21,Moderna,1000,2861
Week 10,2/15/21,Moderna,1000,2861
Week 8,2/1/21,Moderna,2000,2861
Week 8,2/1/21,Moderna,300,2862
Week 5,1/11/21,Moderna,100,2862
Week 13,3/8/21,Moderna,200,2863
Week 2,12/21/20,Moderna,100,2864
Week 13,3/8/21,Johnson,100,2865
Week 4,1/4/21,Moderna,200,2865
Week 2,12/21/20,Moderna,300,2865
Week 13,3/8/21,Johnson,100,2866
Week 13,3/8/21,Johnson,100,2867
Week 4,1/4/21,Moderna,100,2867
Week 2,12/21/20,Moderna,200,2867
Week 13,3/8/21,Johnson,100,2868
Week 13,3/8/21,Johnson,200,2869
Week 12,3/1/21,Moderna,100,2869
Week 11,2/22/21,Moderna,100,2869
Week 8,2/1/21,Moderna,300,2869
Week 2,12/21/20,Moderna,100,2869
Week 13,3/8/21,Johnson,200,2870
Week 12,3/1/21,Moderna,100,2870
Week 11,2/22/21,Moderna,100,2870
Week 8,2/1/21,Moderna,400,2870
Week 7,1/25/21,Moderna,100,2870
Week 13,3/8/21,Johnson,200,2871
Week 10,2/15/21,Moderna,100,2871
Week 13,3/8/21,Johnson,100,2872
Week 7,1/25/21,Moderna,100,2873
Week 13,3/8/21,Johnson,100,2874
Week 12,3/1/21,Moderna,100,2874
Week 11,2/22/21,Moderna,100,2874
Week 9,2/8/21,Moderna,100,2874
Week 8,2/1/21,Moderna,100,2874
Week 7,1/25/21,Moderna,100,2874
Week 9,2/8/21,Moderna,100,2875
Week 13,3/8/21,Moderna,100,2876
Week 8,2/1/21,Moderna,100,2876
Week 7,1/25/21,Moderna,100,2876
Week 9,2/8/21,Moderna,100,2877
Week 13,3/8/21,Johnson,100,2878
Week 2,12/21/20,Moderna,500,2879
Week 2,12/21/20,Moderna,500,2880
Week 4,1/4/21,Moderna,100,2881
Week 3,12/28/20,Moderna,100,2881
Week 12,3/1/21,Moderna,200,2882
Week 11,2/22/21,Moderna,200,2882
Week 13,3/8/21,Johnson,100,2883
Week 9-Fed,2/8/21,Moderna,600,2883
Week 2,12/21/20,Moderna,400,2883
Week 13,3/8/21,Johnson,500,2884
Week 4,1/4/21,Moderna,100,2885
Week 13,3/8/21,Johnson,100,2886
Week 4,1/4/21,Moderna,100,2886
Week 11,2/22/21,Moderna,600,2887
Week 10,2/15/21,Moderna,500,2887
Week 9,2/8/21,Moderna,600,2887
Week 4,1/4/21,Moderna,100,2887
Week 2,12/21/20,Moderna,100,2888
Week 2,12/21/20,Moderna,100,2889
Week 13,3/8/21,Johnson,100,2890
Week 4,1/4/21,Moderna,100,2890
Week 2,12/21/20,Moderna,100,2890
Week 2,12/21/20,Moderna,100,2891
Week 13,3/8/21,Johnson,200,2892
Week 9,2/8/21,Moderna,100,2892
Week 2,12/21/20,Moderna,100,2892
Week 13,3/8/21,Johnson,100,2893
Week 2,12/21/20,Moderna,100,2893
Week 2,12/21/20,Moderna,100,2894
Week 13,3/8/21,Johnson,100,2895
Week 2,12/21/20,Moderna,100,2895
Week 13,3/8/21,Johnson,100,2896
Week 4,1/4/21,Moderna,100,2896
Week 2,12/21/20,Moderna,100,2896
Week 2,12/21/20,Moderna,100,2897
Week 2,12/21/20,Moderna,100,2898
Week 13,3/8/21,Johnson,100,2899
Week 13,3/8/21,Moderna,200,2900
Week 13,3/8/21,Johnson,300,2901
Week 13,3/8/21,Johnson,100,2902
Week 5,1/11/21,Moderna,100,2903
Week 4,1/4/21,Moderna,100,2904
Week 4,1/4/21,Moderna,100,2905
Week 13,3/8/21,Moderna,400,2906
Week 12,3/1/21,Moderna,500,2906
Week 10,2/15/21,Moderna,500,2906
Week 3,12/28/20,Moderna,200,2906
Week 13,3/8/21,Johnson,300,2907
Week 2,12/21/20,Moderna,1000,2908
Week 13,3/8/21,Moderna,100,2909
Week 12,3/1/21,Moderna,100,2909
Week 11,2/22/21,Moderna,100,2909
Week 8,2/1/21,Moderna,300,2909
Week 3,12/28/20,Moderna,100,2909
Week 13,3/8/21,Johnson,200,2910
Week 12,3/1/21,Moderna,100,2910
Week 4,1/4/21,Moderna,100,2911
Week 13,3/8/21,Johnson,100,2912
Week 13,3/8/21,Johnson,100,2913
Week 12,3/1/21,Moderna,100,2913
Week 4,1/4/21,Moderna,100,2913
Week 13,3/8/21,Johnson,100,2914
Week 13,3/8/21,Johnson,100,2915
Week 11,2/22/21,Moderna,200,2916
Week 4,1/4/21,Moderna,100,2917
Week 13,3/8/21,Moderna,10000,2918
Week 12,3/1/21,Moderna,10000,2918
Week 10,2/15/21,Moderna,9000,2918
Week 9,2/8/21,Moderna,9000,2918
Week 8,2/1/21,Moderna,9000,2918
Week 7,1/25/21,Moderna,9000,2918
Week 6,1/18/21,Moderna,9000,2918
Week 4,1/4/21,Combination,4925,2918
Week 3,12/28/20,Moderna,7200,2918
Week 2,12/21/20,Moderna,3000,2918
Week 4,1/4/21,Moderna,100,2919
Week 4,1/4/21,Moderna,100,2920
Week 2,12/21/20,Moderna,900,2921
Week 5,1/11/21,Moderna,9000,2922
Week 13,3/8/21,Johnson,100,2923
Week 12,3/1/21,Moderna,100,2923
Week 2,12/21/20,Moderna,500,2923
Week 13,3/8/21,Moderna,400,2924
Week 11,2/22/21,Moderna,100,2924
Week 13,3/8/21,Johnson,1000,2925
Week 7,1/25/21,Pfizer,975,2925
Week 6,1/18/21,Pfizer,3900,2925
Week 4,1/4/21,Combination,1275,2925
Week 3,12/28/20,Combination,7925,2925
Week 2,12/21/20,Pfizer,975,2925
Week 13,3/8/21,Johnson,200,2926
Week 13,3/8/21,Moderna,200,2927
Week 11,2/22/21,Moderna,100,2927
Week 8,2/1/21,Moderna,100,2927
Week 7,1/25/21,Moderna,100,2927
Week 10,2/15/21,Moderna,100,2928
Week 4,1/4/21,Moderna,100,2929
Week 13,3/8/21,Moderna,2000,2930
Week 12,3/1/21,Moderna,4000,2930
Week 11,2/22/21,Moderna,3000,2930
Week 10,2/15/21,Moderna,1000,2930
Week 9,2/8/21,Moderna,500,2930
Week 8,2/1/21,Moderna,500,2930
Week 3,12/28/20,Moderna,100,2931
Week 1,12/14/20,Pfizer,975,2931
Week 13,3/8/21,Johnson,100,2932
Week 13,3/8/21,Johnson,300,2933
Week 5,1/11/21,Moderna,100,2933
Week 13,3/8/21,Johnson,100,2934
Week 13,3/8/21,Johnson,100,2935
Week 13,3/8/21,Johnson,500,2936
Week 5,1/11/21,Moderna,100,2936
Week 13,3/8/21,Moderna,500,2937
Week 2,12/21/20,Moderna,500,2938
Week 4,1/4/21,Moderna,100,2939
Week 13,3/8/21,Johnson,100,2940
Week 4,1/4/21,Moderna,100,2940
Week 13,3/8/21,Johnson,100,2941
Week 4,1/4/21,Moderna,200,2941
Week 13,3/8/21,Johnson,200,2942
Week 5,1/11/21,Moderna,200,2942
Week 2,12/21/20,Moderna,100,2943
Week 1,12/14/20,Moderna,3900,2944
Week 13,3/8/21,Johnson,1000,2945
Week 3,12/28/20,Combination,1075,2945
Week 1,12/14/20,Pfizer,975,2945
Week 13,3/8/21,Johnson,1000,2946
Week 8,2/1/21,Pfizer,975,2946
Week 3,12/28/20,Combination,1075,2946
Week 1,12/14/20,Pfizer,975,2946
Week 13,3/8/21,Johnson,300,2947
Week 2,12/21/20,Moderna,100,2947
Week 12,3/1/21,Moderna,100,2948
Week 4,1/4/21,Moderna,100,2949
Week 2,12/21/20,Moderna,1100,2949
Week 11,2/22/21,Moderna,100,2950
Week 4,1/4/21,Moderna,100,2950
Week 12,3/1/21,Moderna,100,2951
Week 13,3/8/21,Moderna,100,2952
Week 4,1/4/21,Moderna,100,2952
Week 4,1/4/21,Moderna,100,2953
Week 8,2/1/21,Moderna,100,2954
Week 8,2/1/21,Moderna,100,2955
Week 13,3/8/21,Moderna,100,2956
Week 9,2/8/21,Moderna,100,2956
Week 8,2/1/21,Moderna,100,2957
Week 9,2/8/21,Moderna,100,2958
Week 6,1/18/21,Moderna,200,2959
Week 2,12/21/20,Moderna,100,2959
Week 4,1/4/21,Moderna,100,2960
Week 12,3/1/21,Moderna,500,2961
Week 11,2/22/21,Moderna,100,2961
Week 4,1/4/21,Moderna,100,2961
Week 4,1/4/21,Moderna,100,2962
Week 11,2/22/21,Moderna,100,2963
Week 4,1/4/21,Moderna,100,2963
Week 7,1/25/21,Moderna,100,2964
Week 2,12/21/20,Moderna,100,2964
